ID,MakeText,ModelText,BodyColorText,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,InteriorColorText,Km,Seats,TransmissionTypeText,color,extracted-value-ConsumptionTotalText,extracted-unit-ConsumptionTotalText
233.0,FERRARI,TESTAR./512,gelb mét.,Coupé,4941,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1989,Benzin,380,beige,31700,2,Schaltgetriebe manuell,gelb,null,""
391.0,PORSCHE,911,grün mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,4,2003,Benzin,420,schwarz,38600,4,Schaltgetriebe manuell,grün,12.9,l/100km
445.0,MERCEDES-BENZ,SL 65 AMG,rot,Cabriolet,5981,Zuzwil,362 g/km,Occasion,G,15.1 l/100km,2,Hinterradantrieb,5,2005,Benzin,612,null,22100,2,Automat,red,15.1,l/100km
465.0,FERRARI,F430,rot,Coupé,4308,Zuzwil,420 g/km,Occasion,G,18.3 l/100km,2,Hinterradantrieb,3,2007,Benzin,486,beige,45000,2,Automatik-Getriebe,red,18.3,l/100km
568.0,MASERATI,QUATTROPORTE,schwarz,Limousine,4244,Zuzwil,null,Occasion,G,15.8 l/100km,4,Hinterradantrieb,7,2004,Benzin,400,blau,56600,5,Automatisiertes Schaltgetriebe,black,15.8,l/100km
766.0,LAND ROVER,RANGE ROVER,schwarz mét.,SUV / Geländewagen,4554,Zuzwil,414 g/km,Occasion,null,16.2 l/100km,5,Allrad,11,1995,Benzin,226,grau,70400,5,Automat,black,16.2,l/100km
166.0,MERCEDES-BENZ,SLK 230,blau mét.,Cabriolet,2295,Zuzwil,225 g/km,Occasion,null,9.5 l/100km,2,Hinterradantrieb,7,1998,Benzin,193,mehrfarbig,166550,2,Automat,blue,9.5,l/100km
472.0,SAAB,9-3,rot,Limousine,1998,Zuzwil,239 g/km,Occasion,null,10.2 l/100km,4,Vorderradantrieb,4,2005,Benzin,252,grau,104400,5,Automatik-Getriebe,red,10.2,l/100km
500.0,JAGUAR,S-TYPE,rot,Limousine,3996,Zuzwil,299 g/km,Occasion,G,12.5 l/100km,4,Hinterradantrieb,1,2000,Benzin,276,beige,44200,5,Automat,red,12.5,l/100km
713.0,BMW-ALPINA,3 SERIES,schwarz mét.,Coupé,3152,Zuzwil,275 g/km,Occasion,null,11.6 l/100km,2,Hinterradantrieb,2,1997,Benzin,265,schwarz,99400,4,Automat,black,11.6,l/100km
873.0,PORSCHE,911,silber mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,null,12.9 l/100km,2,Allrad,12,2000,Benzin,420,schwarz,60500,4,Automatik-Getriebe,silver,12.9,l/100km
10.0,LAMBORGHINI,"",anthrazit mét.,Coupé,3929,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,4,1973,Benzin,350,schwarz,48000,4,Schaltgetriebe,anthrazit,null,""
149.0,FERRARI,F430,blau mét.,Cabriolet,4308,Porrentruy,420 g/km,Occasion,G,18.3 l/100km,2,Hinterradantrieb,6,2007,Benzin,486,rot,53500,2,Automatisiertes Schaltgetriebe,blue,18.3,l/100km
204.0,FIAT,"",bordeaux mét.,Coupé,843,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1970,Benzin,49,schwarz,9999,0,Schaltgetriebe,bordeaux,null,""
235.0,BMW,M3,gold mét.,Cabriolet,3999,Zuzwil,293 g/km,Occasion,G,12.3 l/100km,2,Hinterradantrieb,7,2008,Benzin,420,schwarz,78900,4,Automatisiertes Schaltgetriebe,gold,12.3,l/100km
334.0,PORSCHE,911,grau mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,null,12.9 l/100km,2,Allrad,8,2001,Benzin,420,schwarz,74100,4,Automatik-Getriebe,grey,12.9,l/100km
539.0,ROLLS-ROYCE,CORNICHE,schwarz,Coupé,0,Basel,null,Oldtimer,null,null,0,null,7,1980,Benzin,0,braun,32000,4,null,black,null,""
13.0,PORSCHE,924,anthrazit mét.,Coupé,1984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1980,Benzin,170,mehrfarbig,54000,4,Schaltgetriebe manuell,anthrazit,null,""
292.0,PORSCHE,911,grau mét.,Coupé,3600,Zuzwil,339 g/km,Occasion,G,13.9 l/100km,2,Allrad,7,2000,Benzin,420,blau,69200,4,Automatik-Getriebe,grey,13.9,l/100km
33.0,MERCEDES-BENZ,SLR,anthrazit mét.,Coupé,5439,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,6,2004,Benzin,730,rot,34500,2,Automatik-Getriebe,anthrazit,null,""
459.0,OPEL,SPEEDSTER,rot,Cabriolet,1998,Zuzwil,202 g/km,Occasion,G,8.5 l/100km,2,Hinterradantrieb,6,2003,Benzin,200,schwarz,11700,2,Schaltgetriebe manuell,red,8.5,l/100km
538.0,BMW,525,schwarz,Limousine,2497,Zuzwil,232 g/km,Occasion,G,9.6 l/100km,4,Allrad,1,2007,Benzin,218,schwarz,99800,5,Schaltgetriebe manuell,black,9.6,l/100km
558.0,MERCEDES-BENZ,E 63 AMG,schwarz,Limousine,6209,Zuzwil,295 g/km,Occasion,G,12.6 l/100km,4,Hinterradantrieb,3,2010,Benzin,525,schwarz,7400,5,Automat sequentiell,black,12.6,l/100km
633.0,BMW,M6,schwarz mét.,Coupé,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,2,Hinterradantrieb,4,2005,Benzin,507,schwarz,58300,4,Automatisiertes Schaltgetriebe,black,14.8,l/100km
823.0,MASERATI,COUPÉ GT,schwarz mét.,Coupé,4244,Zuzwil,400 g/km,Occasion,G,17.5 l/100km,2,Hinterradantrieb,9,2006,Benzin,390,mehrfarbig,38900,4,Automatisiertes Schaltgetriebe,black,17.5,l/100km
117.0,MERCEDES-BENZ,E 320,blau mét.,Kombi,3199,Zuzwil,259 g/km,Occasion,G,10.8 l/100km,5,Hinterradantrieb,5,2001,Benzin,224,grau,83000,5,Automat,blue,10.8,l/100km
275.0,PORSCHE,911,grau mét.,Coupé,3600,Zuzwil,null,Occasion,null,15.7 l/100km,2,Allrad,5,1996,Benzin,408,schwarz,88100,2,Schaltgetriebe manuell,grey,15.7,l/100km
717.0,MATRA,"",schwarz mét.,Coupé,1442,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,1979,Benzin,90,mehrfarbig,52000,3,Schaltgetriebe,black,null,""
866.0,McLAREN,12C,silber mét.,Coupé,3798,Zuzwil,279 g/km,Occasion,G,11.7 l/100km,2,Hinterradantrieb,3,2012,Benzin,626,schwarz,1200,2,Automatisiertes Schaltgetriebe,silver,11.7,l/100km
944.0,FERRARI,F355,silber mét.,Coupé,3496,Zuzwil,null,Occasion,null,20.8 l/100km,2,Hinterradantrieb,5,1999,Benzin,380,schwarz,29000,2,Automatisiertes Schaltgetriebe,silver,20.8,l/100km
146.0,BMW,2002,blau mét.,Limousine,1990,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1974,Benzin,180,schwarz,7990,4,Schaltgetriebe,blue,null,""
203.0,AUDI,A8,bordeaux mét.,Limousine,4172,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,4,Allrad,4,2004,Benzin,335,grau,60000,5,Automat sequentiell,bordeaux,12.0,l/100km
704.0,BENTLEY,CONTINENTAL,schwarz mét.,Coupé,5998,Zuzwil,396 g/km,Occasion,G,16.6 l/100km,2,Allrad,5,2008,Benzin,610,braun,36900,4,Automat sequentiell,black,16.6,l/100km
785.0,MERCEDES-BENZ,S 600,schwarz mét.,Limousine,5987,Zuzwil,null,Occasion,null,16.9 l/100km,4,Hinterradantrieb,1,1996,Benzin,394,schwarz,125000,5,Automat,black,16.9,l/100km
1128.0,PEUGEOT,205,weiss,Coupé,1775,Zuzwil,null,Occasion,null,null,3,Allrad,11,1984,Benzin,200,schwarz,58950,2,Schaltgetriebe,white,null,""
387.0,MERCEDES-BENZ,SL 63 AMG,grün,Cabriolet,6209,Zuzwil,328 g/km,Occasion,null,14.1 l/100km,2,Hinterradantrieb,6,2008,Benzin,525,schwarz,62700,2,Automatisiertes Schaltgetriebe,grün,14.1,l/100km
625.0,MERCEDES-BENZ,G 63 AMG,schwarz mét.,SUV / Geländewagen,5461,Zuzwil,322 g/km,Occasion,G,13.8 l/100km,5,Allrad,4,2013,Benzin,544,schwarz,28100,5,Automat sequentiell,black,13.8,l/100km
774.0,MERCEDES-BENZ,SL 500,schwarz mét.,Cabriolet,4973,Zuzwil,328 g/km,Occasion,null,14.3 l/100km,2,Hinterradantrieb,2,1998,Benzin,320,schwarz,30400,0,Automat,black,14.3,l/100km
787.0,FERRARI,612,schwarz mét.,Coupé,5748,Zuzwil,475 g/km,Occasion,G,20.7 l/100km,2,Hinterradantrieb,4,2005,Benzin,540,beige,36000,4,Automatisiertes Schaltgetriebe,black,20.7,l/100km
1099.0,CHEVROLET,CORVETTE,weiss,Cabriolet,5351,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1961,Benzin,327,schwarz,67000,2,Schaltgetriebe manuell,white,null,""
156.0,PORSCHE,911,blau mét.,Cabriolet,3387,Zuzwil,295 g/km,Occasion,null,12.0 l/100km,2,Hinterradantrieb,1,1999,Benzin,300,schwarz,34400,4,Schaltgetriebe manuell,blue,12.0,l/100km
159.0,BMW,540,blau mét.,Limousine,4398,Zuzwil,298 g/km,Occasion,G,12.5 l/100km,4,Hinterradantrieb,11,1998,Benzin,286,grau,78700,5,Automat,blue,12.5,l/100km
280.0,AUDI,RS6,grau mét.,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,3,2009,Benzin,580,schwarz,59900,5,Automat sequentiell,grey,14.0,l/100km
289.0,BMW,X5,grau mét.,SUV / Geländewagen,4398,Zuzwil,335 g/km,Occasion,G,13.9 l/100km,5,Allrad,1,2001,Benzin,286,grau,113000,5,Automat sequentiell,grey,13.9,l/100km
356.0,PORSCHE,911,grau mét.,Coupé,3600,Zuzwil,298 g/km,Occasion,G,12.5 l/100km,2,Hinterradantrieb,5,2009,Benzin,530,schwarz,44600,2,Schaltgetriebe manuell,grey,12.5,l/100km
553.0,AUDI,RS4,schwarz,Kombi,4163,Zuzwil,326 g/km,Occasion,G,13.6 l/100km,5,Allrad,8,2006,Benzin,420,schwarz,117400,5,Schaltgetriebe manuell,black,13.6,l/100km
899.0,MASERATI,BITURBO,silber mét.,Cabriolet,2788,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1995,Benzin,225,beige,39500,2,Schaltgetriebe manuell,silver,null,""
16.0,MERCEDES-BENZ,SL 55 AMG,anthrazit mét.,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,6,2002,Benzin,476,grau,16500,2,Automat,anthrazit,14.2,l/100km
469.0,PORSCHE,911,rot,Cabriolet,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,1,2004,Benzin,420,schwarz,14400,2,Schaltgetriebe manuell,red,12.9,l/100km
525.0,BMW,M5,schwarz,Limousine,4395,Zuzwil,231 g/km,Occasion,G,9.9 l/100km,4,Hinterradantrieb,9,2013,Benzin,575,schwarz,15300,5,Automatisiertes Schaltgetriebe,black,9.9,l/100km
592.0,BENTLEY,BROOKLANDS,schwarz,Limousine,6761,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,12,1995,Benzin,250,beige,124900,5,Automat,black,null,""
608.0,SAAB,9-3,schwarz mét.,Limousine,1985,Zuzwil,216 g/km,Occasion,G,9.0 l/100km,3,Vorderradantrieb,9,2001,Benzin,205,schwarz,134600,5,Schaltgetriebe manuell,black,9.0,l/100km
658.0,PORSCHE,911,schwarz mét.,Coupé,3600,Zuzwil,null,Occasion,null,12.9 l/100km,2,Hinterradantrieb,8,1999,Benzin,360,schwarz,29800,4,Schaltgetriebe manuell,black,12.9,l/100km
67.0,PORSCHE,924,blau,Coupé,1984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,1981,Benzin,170,mehrfarbig,114000,4,Schaltgetriebe manuell,blue,null,""
846.0,NISSAN,200 SX,silber,Coupé,1808,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,6,1990,Benzin,169,mehrfarbig,162900,4,Schaltgetriebe manuell,silver,null,""
933.0,LANCIA,"",silber mét.,Limousine,1994,Zuzwil,null,Occasion,null,null,2,Vorderradantrieb,7,1978,Benzin,0,braun,57000,2,Schaltgetriebe,silver,null,""
1136.0,MERCEDES-BENZ,CLS 63 AMG,weiss,Limousine,6209,Zuzwil,345 g/km,Occasion,G,14.5 l/100km,4,Hinterradantrieb,8,2010,Benzin,515,beige,37500,4,Automat sequentiell,white,14.5,l/100km
327.0,MERCEDES-BENZ,ML 63 AMG,grau mét.,SUV / Geländewagen,6209,Zuzwil,392 g/km,Occasion,G,16.5 l/100km,5,Allrad,3,2009,Benzin,510,schwarz,88500,5,Automat sequentiell,grey,16.5,l/100km
449.0,AUDI,RS6,rot,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,7,2008,Benzin,580,schwarz,112400,5,Automat,red,14.0,l/100km
1001.0,BMW,2002,silber mét.,Limousine,1977,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1974,Benzin,170,schwarz,97100,4,Schaltgetriebe,silver,null,""
315.0,PORSCHE,CAYENNE,grau mét.,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,4,2003,Benzin,450,schwarz,127000,5,Automat sequentiell,grey,15.7,l/100km
396.0,FIAT,Dino,grün mét.,Coupé,2418,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,1972,Benzin,180,mehrfarbig,131000,4,Schaltgetriebe,grün,null,""
490.0,FERRARI,575M,rot,Coupé,5748,Zuzwil,499 g/km,Occasion,G,21.8 l/100km,2,Hinterradantrieb,1,2004,Benzin,517,beige,28000,2,Automatisiertes Schaltgetriebe,red,21.8,l/100km
569.0,AUDI,RS6,schwarz,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,10,2003,Benzin,450,schwarz,40900,5,Automat sequentiell,black,14.6,l/100km
69.0,BENTLEY,ARNAGE,blau,Limousine,4398,Zuzwil,390 g/km,Occasion,G,19.9 l/100km,4,Hinterradantrieb,2,1999,Benzin,354,grau,44600,5,Automat,blue,19.9,l/100km
911.0,PORSCHE,911,silber mét.,Coupé,3600,Zuzwil,320 g/km,Occasion,null,12.9 l/100km,2,Hinterradantrieb,3,2000,Benzin,360,schwarz,42500,4,Schaltgetriebe manuell,silver,12.9,l/100km
100.0,FERRARI,F360,blau mét.,Coupé,3586,Zuzwil,440 g/km,Occasion,G,19.3 l/100km,2,Hinterradantrieb,2,2004,Benzin,400,beige,42600,2,Automatisiertes Schaltgetriebe,blue,19.3,l/100km
1014.0,ALFA ROMEO,8C,silber mét.,Coupé,4691,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,2008,null,450,schwarz,37000,0,Automatik-Getriebe,silver,null,""
26.0,MERCEDES-BENZ,SL 600,anthrazit mét.,Cabriolet,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1994,Benzin,394,grau,48700,2,Automat,anthrazit,null,""
295.0,MERCEDES-BENZ,CLK 63 AMG,grau mét.,Coupé,6209,Zuzwil,369 g/km,Occasion,G,15.3 l/100km,2,Hinterradantrieb,7,2008,Benzin,507,schwarz,36000,2,Automat sequentiell,grey,15.3,l/100km
59.0,BMW,750,blau,Limousine,5379,Zuzwil,327 g/km,Occasion,null,14.2 l/100km,4,Hinterradantrieb,3,1998,Benzin,327,grau,60700,5,Automat sequentiell,blue,14.2,l/100km
716.0,BMW,540,schwarz mét.,Limousine,4398,Zuzwil,298 g/km,Occasion,G,12.5 l/100km,4,Hinterradantrieb,7,1996,Benzin,286,schwarz,141000,5,Automat,black,12.5,l/100km
744.0,JAGUAR,XK,schwarz mét.,Cabriolet,3996,Zuzwil,299 g/km,Occasion,G,12.5 l/100km,2,Hinterradantrieb,4,2000,Benzin,363,schwarz,107100,4,Automat,black,12.5,l/100km
996.0,LAMBORGHINI,DIABLO,silber mét.,Coupé,5707,Zuzwil,null,Occasion,null,null,2,Allrad,6,1993,Benzin,492,null,46700,2,Schaltgetriebe manuell,silver,null,""
1065.0,AUDI,TT,silber mét.,Cabriolet,1781,Zuzwil,199 g/km,Occasion,G,8.3 l/100km,2,Vorderradantrieb,3,2005,Benzin,180,schwarz,49900,2,Schaltgetriebe manuell,silver,8.3,l/100km
1109.0,ALFA ROMEO,SPIDER,weiss,Cabriolet,1290,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,3,1970,Benzin,88,schwarz,106000,3,Schaltgetriebe,white,null,""
221.0,PORSCHE,911,gelb,Cabriolet,2687,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,11,1971,Benzin,150,schwarz,96000,2,Schaltgetriebe manuell,gelb,null,""
263.0,PORSCHE,CAYENNE,grau,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,6,2003,Benzin,450,beige,68700,5,Automat sequentiell,grey,15.7,l/100km
314.0,VW,BEETLE,grau mét.,Limousine,2792,Zuzwil,null,Occasion,null,null,2,Vorderradantrieb,9,2000,Benzin,204,null,1,2,Schaltgetriebe,grey,null,""
432.0,FERRARI,F360,grün mét.,Cabriolet,3586,Zuzwil,440 g/km,Occasion,null,19.3 l/100km,2,Hinterradantrieb,3,2003,Benzin,400,schwarz,53600,2,Automatik-Getriebe,grün,19.3,l/100km
463.0,BMW,740,rot,Limousine,4398,Zuzwil,317 g/km,Occasion,null,13.3 l/100km,4,Hinterradantrieb,2,1998,Benzin,286,beige,63000,5,Automat,red,13.3,l/100km
546.0,BMW,530,schwarz,Kombi,2979,Zuzwil,238 g/km,Occasion,null,9.9 l/100km,5,Hinterradantrieb,5,2001,Benzin,231,null,120900,5,Automatik-Getriebe,black,9.9,l/100km
864.0,PORSCHE,911,silber mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,null,12.9 l/100km,2,Allrad,2,2001,Benzin,420,grau,82100,4,Automatik-Getriebe,silver,12.9,l/100km
923.0,BMW,M5,silber mét.,Limousine,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,4,2005,Benzin,503,schwarz,33600,5,Automatisiertes Schaltgetriebe,silver,14.8,l/100km
927.0,MERCEDES-BENZ,S 65 AMG,silber mét.,Limousine,5981,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,1,2007,Benzin,612,beige,40300,5,Automat sequentiell,silver,14.8,l/100km
997.0,AUDI,RS6,silber mét.,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,2,2009,Benzin,580,schwarz,118800,5,Automat sequentiell,silver,14.0,l/100km
375.0,MERCEDES-BENZ,ML 63 AMG,grün,SUV / Geländewagen,6209,Zuzwil,392 g/km,Occasion,G,16.5 l/100km,5,Allrad,3,2007,Benzin,510,schwarz,13300,5,Automat sequentiell,grün,16.5,l/100km
56.0,AUDI,RS4,blau,Kombi,2671,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,5,Allrad,3,2001,Benzin,380,weiss,50000,5,Schaltgetriebe manuell,blue,12.0,l/100km
863.0,MERCEDES-BENZ,SL 65 AMG,silber mét.,Cabriolet,5981,Zuzwil,362 g/km,Occasion,G,14.0 l/100km,2,Hinterradantrieb,7,2008,Benzin,612,rot,24000,2,Automat sequentiell,silver,14.0,l/100km
938.0,BMW,650,silber mét.,Cabriolet,4395,Zuzwil,217 g/km,Occasion,G,9.3 l/100km,2,Allrad,1,2013,Benzin,450,null,5400,4,Automat sequentiell,silver,9.3,l/100km
1032.0,BMW,645,silber mét.,Coupé,4398,Zuzwil,283 g/km,Occasion,null,11.7 l/100km,2,Hinterradantrieb,1,2004,Benzin,333,schwarz,79100,4,Automatik-Getriebe,silver,11.7,l/100km
417.0,MERCEDES-BENZ,CL 600,grün mét.,Coupé,5786,Zuzwil,321 g/km,Occasion,G,13.4 l/100km,2,Hinterradantrieb,5,2000,Benzin,367,anthrazit,29000,4,Automat,grün,13.4,l/100km
448.0,MERCEDES-BENZ,SL 55 AMG,rot,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,5,2002,Benzin,476,anthrazit,36800,2,Automat,red,14.2,l/100km
686.0,TOYOTA,DYNA,schwarz mét.,Pick-up,2976,Zuzwil,null,Occasion,null,null,2,null,1,1981,Diesel,0,beige,26900,3,Schaltgetriebe,black,null,""
988.0,PGO,"",silber mét.,Cabriolet,0,Zuzwil,null,Occasion,null,null,0,null,5,2008,null,0,rot,3000,2,Schaltgetriebe,silver,null,""
165.0,MERCEDES-BENZ,S 600,blau mét.,Coupé,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1993,Benzin,394,schwarz,111000,4,Automat,blue,null,""
250.0,FERRARI,F355,grau,Cabriolet,3496,Zuzwil,395 g/km,Occasion,null,16.9 l/100km,2,Hinterradantrieb,10,1997,Benzin,380,beige,41000,2,Schaltgetriebe manuell,grey,16.9,l/100km
64.0,HUMMER,H3,blau,SUV / Geländewagen,3462,Zuzwil,333 g/km,Occasion,G,13.9 l/100km,5,Allrad,1,2006,Benzin,223,mehrfarbig,127700,5,Automat,blue,13.9,l/100km
66.0,AUDI,RS6,blau,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,3,2003,Benzin,450,beige,88600,5,Automat sequentiell,blue,14.6,l/100km
920.0,MERCEDES-BENZ,SLK 200,silber mét.,Cabriolet,1796,Zuzwil,196 g/km,Neu,G,8.2 l/100km,2,Hinterradantrieb,7,2009,Benzin,184,schwarz,160,2,Automat sequentiell,silver,8.2,l/100km
977.0,MERCEDES-BENZ,E 50 AMG,silber mét.,Limousine,4973,Zuzwil,315 g/km,Occasion,null,13.5 l/100km,4,Hinterradantrieb,2,1997,Benzin,347,schwarz,35600,5,Automat,silver,13.5,l/100km
1060.0,PORSCHE,911,silber mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,null,12.9 l/100km,2,Allrad,3,2003,Benzin,420,schwarz,94500,4,Automatik-Getriebe,silver,12.9,l/100km
917.0,BMW,750,silber mét.,Limousine,5379,Zuzwil,332 g/km,Occasion,null,14.2 l/100km,4,Hinterradantrieb,6,1997,Benzin,327,blau,42000,5,Automat sequentiell,silver,14.2,l/100km
968.0,BMW,X5,silber mét.,SUV / Geländewagen,4398,Zuzwil,335 g/km,Occasion,G,13.9 l/100km,5,Allrad,11,2000,Benzin,286,schwarz,41900,5,Automat sequentiell,silver,13.9,l/100km
987.0,BENTLEY,TURBO,silber mét.,Coupé,6750,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,1,1995,Benzin,405,blau,47500,5,Automatik-Getriebe,silver,null,""
1106.0,DeLorean,"",weiss,Coupé,2849,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1981,Benzin,132,grau,15000,0,Schaltgetriebe,white,null,""
112.0,FORD (USA),EXPLORER,blau mét.,SUV / Geländewagen,4011,Zuzwil,350 g/km,Occasion,null,13.7 l/100km,5,Allrad,9,1999,Benzin,197,beige,50100,5,Automat,blue,13.7,l/100km
332.0,RENAULT,Alpine A110,grau mét.,Coupé,1605,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,7,1972,Benzin,124,schwarz,34900,2,Schaltgetriebe,grey,null,""
571.0,PORSCHE,CAYENNE,schwarz,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,8,2003,Benzin,450,beige,114000,5,Automat sequentiell,black,15.7,l/100km
616.0,MERCEDES-BENZ,SL 600,schwarz mét.,Cabriolet,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,1992,Benzin,394,grau,52500,2,Automat,black,null,""
626.0,MERCEDES-BENZ,S 63 AMG,schwarz mét.,Limousine,6209,Zuzwil,355 g/km,Occasion,G,14.9 l/100km,4,Hinterradantrieb,8,2008,Benzin,525,grau,45600,5,Automat sequentiell,black,14.9,l/100km
647.0,PORSCHE,CAYENNE,schwarz mét.,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,11,2004,Benzin,450,schwarz,69500,5,Automat,black,15.7,l/100km
681.0,AUDI,RS4,schwarz mét.,Kombi,2671,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,5,Allrad,2,2001,Benzin,380,schwarz,72600,5,Schaltgetriebe manuell,black,12.0,l/100km
737.0,FIAT,SPIDER,schwarz mét.,Coupé,0,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1978,Benzin,128,schwarz,115100,2,Schaltgetriebe,black,null,""
981.0,AUDI,RS4,silber mét.,Limousine,4163,Zuzwil,324 g/km,Occasion,G,13.5 l/100km,4,Allrad,1,2006,Benzin,420,schwarz,95700,5,Schaltgetriebe manuell,silver,13.5,l/100km
273.0,PORSCHE,CAYENNE,grau mét.,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,9,2004,Benzin,450,schwarz,31000,5,Automat sequentiell,grey,15.7,l/100km
597.0,PORSCHE,CAYENNE,schwarz,SUV / Geländewagen,4806,Zuzwil,270 g/km,Occasion,G,11.5 l/100km,5,Allrad,1,2011,Benzin,500,schwarz,39000,5,Automat sequentiell,black,11.5,l/100km
797.0,LINCOLN,Continental,schwarz mét.,Limousine,4602,Zuzwil,null,Occasion,null,null,4,Vorderradantrieb,2,2002,Benzin,0,beige,119600,5,Automat,black,null,""
953.0,MERCEDES-BENZ,SL 55 AMG,silber mét.,Cabriolet,5439,Zuzwil,324 g/km,Occasion,G,13.5 l/100km,2,Hinterradantrieb,4,2004,Benzin,500,anthrazit,21400,2,Automat,silver,13.5,l/100km
1057.0,PORSCHE,911,silber mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Hinterradantrieb,9,2001,Benzin,462,schwarz,53400,4,Schaltgetriebe manuell,silver,12.9,l/100km
180.0,LAND ROVER,RANGE ROVER,blau mét.,SUV / Geländewagen,4554,Zuzwil,414 g/km,Occasion,null,16.2 l/100km,5,Allrad,5,1998,Benzin,226,schwarz,49700,5,Automat,blue,16.2,l/100km
200.0,PORSCHE,911,bordeaux mét.,Cabriolet,3800,Zuzwil,231 g/km,Neu,G,9.9 l/100km,2,Allrad,5,2014,Benzin,560,schwarz,450,4,Automatisiertes Schaltgetriebe,bordeaux,9.9,l/100km
276.0,RENAULT,Alpine A110,grau mét.,Coupé,1635,Zuzwil,null,Occasion,null,null,2,null,6,1977,Benzin,120,null,41400,2,Schaltgetriebe,grey,null,""
95.0,AUDI,A8,blau mét.,Limousine,4172,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,4,Allrad,1,2003,Benzin,335,grau,26700,5,Automat,blue,12.0,l/100km
1063.0,MERCEDES-BENZ,"",silber mét.,Coupé,6700,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,2000,Benzin,450,schwarz,75300,4,Automatik-Getriebe,silver,null,""
301.0,MERCEDES-BENZ,E 500,grau mét.,Limousine,4971,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,6,1994,Benzin,320,schwarz,206000,4,Automat,grey,null,""
394.0,BENTLEY,CONTINENTAL,grün mét.,Cabriolet,5998,Zuzwil,388 g/km,Occasion,G,16.7 l/100km,2,Allrad,9,2010,Benzin,630,mehrfarbig,15000,2,Automat sequentiell,grün,16.7,l/100km
